processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	coord_verbatim	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers	coord_verbatim
GBCM17482-19	MK887373	10878561	Eve_Baikalsk_A19		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.5288	104.151							Russia															
GBCM17484-19	MK887365	10878563	Eve_Baikalsk_A5		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.5288	104.151							Russia															
GBCM17487-19	MK887383	10878566	Eve_Baikalskoe_B10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.3569	109.199							Russia															
GBCM17496-19	MK887382	10878575	Eve_Baikalskoe_B9		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.3569	109.199							Russia															
GBCM17502-19	MK887396	10878581	Eve_Bolshie_Koty_2011_1K9		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17503-19	MK887391	10878582	Eve_Bolshie_Koty_2012_2K10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17505-19	MK887393	10878584	Eve_Bolshie_Koty_2012_2K12		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17507-19	MK887395	10878586	Eve_Bolshie_Koty_2012_2K14		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17509-19	MK887386	10878588	Eve_Bolshie_Koty_2012_2K4		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17511-19	MK887388	10878590	Eve_Bolshie_Koty_2012_2K7		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17515-19	MK887410	10878594	Eve_Bolshie_Koty_2013_3K10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17521-19	MK887403	10878600	Eve_Bolshie_Koty_2013_3K2		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17527-19	MK887409	10878606	Eve_Bolshie_Koty_2013_3K9		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17528-19	MK887419	10878607	Eve_Bolshoy_Ushkaniy_BU10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17529-19	MK887420	10878608	Eve_Bolshoy_Ushkaniy_BU11		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17530-19	MK887421	10878609	Eve_Bolshoy_Ushkaniy_BU12		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17533-19	MK887424	10878612	Eve_Bolshoy_Ushkaniy_BU15		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17534-19	MK887425	10878613	Eve_Bolshoy_Ushkaniy_BU16		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17536-19	MK887416	10878615	Eve_Bolshoy_Ushkaniy_BU7		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17537-19	MK887417	10878616	Eve_Bolshoy_Ushkaniy_BU8		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17540-19	MK887428	10878619	Eve_Davsha_D2		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.356	109.499							Russia															
GBCM17544-19	MK887432	10878623	Eve_Davsha_D6		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.356	109.499							Russia															
GBCM17545-19	MK887433	10878624	Eve_Kotelnikovskyi_N1		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.0667	109.107							Russia															
GBCM17547-19	MK887434	10878626	Eve_Kotelnikovskyi_N2		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.0667	109.107							Russia															
GBCM17549-19	MK887436	10878628	Eve_Kotelnikovskyi_N4		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.0667	109.107							Russia															
GBCM17553-19	MK887440	10878632	Eve_Kotelnikovskyi_N8		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.0667	109.107							Russia															
GBCM17557-19	MK887451	10878636	Eve_Kultuk_L13		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.7292	103.729							Russia															
GBCM17558-19	MK887452	10878637	Eve_Kultuk_L14		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.7292	103.729							Russia															
GBCM17560-19	MK887454	10878639	Eve_Kultuk_L16		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.7292	103.729							Russia															
GBCM17565-19	MK887447	10878644	Eve_Kultuk_L8		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.7292	103.729							Russia															
GBCM17571-19	MK887461	10878650	Eve_Listvyanka_Y15		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.8706	104.828							Russia															
GBCM17572-19	MK887462	10878651	Eve_Listvyanka_Y17		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.8706	104.828							Russia															
GBCM17573-19	MK887463	10878652	Eve_Listvyanka_Y18		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.8706	104.828							Russia															
GBCM17583-19	MK887468	10878662	Eve_Maloe_More_2012_2M5		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17584-19	MK887469	10878663	Eve_Maloe_More_2012_2M7		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17586-19	MK887482	10878665	Eve_Maloe_More_2013_3M10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17590-19	MK887486	10878669	Eve_Maloe_More_2013_3M14		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17598-19	MK887481	10878677	Eve_Maloe_More_2013_3M9		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17600-19	MK887491	10878679	Eve_Olkhon_O12		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.0674	107.315							Russia															
GBCM17602-19	MK887493	10878681	Eve_Olkhon_O15		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.0674	107.315							Russia															
GBCM17604-19	MK887488	10878683	Eve_Olkhon_O5		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.0674	107.315							Russia															
GBCM17607-19	MK887495	10878686	Eve_Onguryon_Q1		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6169	107.617							Russia															
GBCM17608-19	MK887504	10878687	Eve_Onguryon_Q10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6169	107.617							Russia															
GBCM17611-19	MK887498	10878690	Eve_Onguryon_Q4		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6169	107.617							Russia															
GBCM17615-19	MK887502	10878694	Eve_Onguryon_Q8		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6169	107.617							Russia															
GBCM17621-19	MK887509	10878700	Eve_Pokoiniki_Solnechnaya_H4		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.0299	108.257							Russia															
GBCM17626-19	MK887515	10878705	Eve_Port_Baikal_Pb18		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.8707	104.812							Russia															
GBCM17635-19	MK887529	10878714	Eve_Severobaikalsk_S13		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
GBCM17637-19	MK887531	10878716	Eve_Severobaikalsk_S19		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
GBCM17639-19	MK887532	10878718	Eve_Severobaikalsk_S20		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
GBCM17641-19	MK887522	10878720	Eve_Severobaikalsk_S3		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
GBCM17648-19	MK887544	10878727	Eve_Solontsovyi_Sol11		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.1168	108.285							Russia															
GBCM17650-19	MK887536	10878729	Eve_Solontsovyi_Sol3		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.1168	108.285							Russia															
GBCM17656-19	MK887542	10878735	Eve_Solontsovyi_Sol9		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.1168	108.285							Russia															
GBCM17661-19	MK887547	10878740	Eve_Svyatoy_Nos_SN3		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6916	108.696							Russia															
GBCM17662-19	MK887548	10878741	Eve_Svyatoy_Nos_SN4		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6916	108.696							Russia															
GBCM17664-19	MK887550	10878743	Eve_Svyatoy_Nos_SN6		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6916	108.696							Russia															
GBCM17666-19	MK887552	10878745	Eve_Svyatoy_Nos_SN8		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6916	108.696							Russia															
GBCM17667-19	MK887553	10878746	Eve_Svyatoy_Nos_SN9		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6916	108.696							Russia															
GBCM17672-19	MK887560	10878751	Eve_UstBarguzin_UB2		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.3784	108.982							Russia															
GBCM17676-19	MK887564	10878755	Eve_UstBarguzin_UB6		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.3784	108.982							Russia															
GBCM17679-19	MK887571	10878758	Eve_Warnachka_W11		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9036	105.102							Russia															
GBCM17681-19	MK887573	10878760	Eve_Warnachka_W15		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9036	105.102							Russia															
GBCM17688-19	MK887576	10878767	Eve_Zavorotnaya_Z3		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.2839	108.468							Russia															
GBCM17486-19	MK887374	10878565	Eve_Baikalskoe_B1		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.3569	109.199							Russia															
GBCM17489-19	MK887375	10878568	Eve_Baikalskoe_B2		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.3569	109.199							Russia															
GBCM17491-19	MK887377	10878570	Eve_Baikalskoe_B4		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.3569	109.199							Russia															
GBCM17499-19	MK887399	10878578	Eve_Bolshie_Koty_2011_1K12		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17519-19	MK887414	10878598	Eve_Bolshie_Koty_2013_3K14		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17524-19	MK887406	10878603	Eve_Bolshie_Koty_2013_3K5		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17525-19	MK887407	10878604	Eve_Bolshie_Koty_2013_3K6		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9032	105.069							Russia															
GBCM17532-19	MK887423	10878611	Eve_Bolshoy_Ushkaniy_BU14		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.8504	108.658							Russia															
GBCM17541-19	MK887429	10878620	Eve_Davsha_D3		Mined from GenBank, NCBI		BOLD:AEB1648	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.356	109.499							Russia															
GBCM17546-19	MK887442	10878625	Eve_Kotelnikovskyi_N10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.0667	109.107							Russia															
GBCM17564-19	MK887446	10878643	Eve_Kultuk_L7		Mined from GenBank, NCBI		BOLD:AEB1649	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.7292	103.729							Russia															
GBCM17580-19	MK887471	10878659	Eve_Maloe_More_2012_2M13		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17581-19	MK887472	10878660	Eve_Maloe_More_2012_2M14		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17582-19	MK887467	10878661	Eve_Maloe_More_2012_2M3		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17588-19	MK887484	10878667	Eve_Maloe_More_2013_3M12		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17597-19	MK887480	10878676	Eve_Maloe_More_2013_3M8		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.2036	107.344							Russia															
GBCM17601-19	MK887492	10878680	Eve_Olkhon_O13		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.0674	107.315							Russia															
GBCM17613-19	MK887500	10878692	Eve_Onguryon_Q6		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6169	107.617							Russia															
GBCM17616-19	MK887503	10878695	Eve_Onguryon_Q9		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.6169	107.617							Russia															
GBCM17633-19	MK887527	10878712	Eve_Severobaikalsk_S11		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
